centerY,centerX,orientation,major_axis_length,minor_axis_length
609.96,824.35,0.0,13.24,11.95
592.41,852.33,0.0,5.54,4.72
582.53,860.98,0.0,5.54,4.72
599.04,842.86,0.0,2.76,2.59
602.23,849.95,0.0,4.62,4.25
607.86,866.61,0.0,6.04,5.34
588.64,879.04,0.0,1.78,1.75
589.13,885.08,0.0,1.78,1.75
585.68,909.24,0.0,16.07,13.31
622.04,885.65,0.0,20.31,12.02
607.33,911.9,0.0,6.04,4.9
591.6,931.69,0.0,3.44,3.09
600.59,946.8,0.0,7.11,7.0
607.41,966.19,0.0,6.69,6.06
583.72,965.09,0.0,6.69,6.06
601.0,979.63,0.0,3.44,3.09
586.29,995.55,0.0,15.61,13.2
572.49,971.71,0.0,1.78,1.75
575.51,979.2,0.0,1.78,1.75
579.7,1046.61,0.0,2.25,2.09
580.12,1040.4,0.0,1.78,1.75
580.41,1035.79,0.0,1.78,1.75
578.77,1032.39,0.0,1.78,1.75
594.53,1027.96,0.0,5.88,5.38
587.1,1070.74,0.0,13.35,11.84
614.1,1048.79,0.0,11.44,9.66
619.56,1093.05,0.0,14.74,12.25
600.52,1057.38,0.0,6.48,5.12
605.25,1072.28,0.0,4.52,4.45
603.35,1109.94,0.0,2.25,2.09
611.04,1126.18,0.0,5.67,5.0
605.62,928.69,0.0,3.44,3.09
604.61,921.2,0.0,3.44,3.09
609.19,994.35,0.0,6.69,6.06
243.29,136.79,0.4590215932745087,8.33,7.06
249.24,149.72,0.0,3.96,3.63
186.8,169.16,0.2024581932313422,11.47,9.48
247.66,183.96,0.0,4.24,3.89
236.51,198.71,0.153588974175501,4.84,4.7
247.96,193.85,0.0,2.84,2.7
247.77,211.68,0.0,3.53,3.27
249.58,216.75,0.0,2.01,1.86
249.58,220.7,0.0,2.42,2.35
249.88,228.55,0.0,2.62,2.5
250.58,234.45,0.0,2.97,2.85
262.63,210.42,0.4590215932745087,9.93,9.21
219.78,163.75,0.0,2.01,1.86
218.98,168.05,0.0,2.27,2.15
218.31,174.15,0.0,2.44,2.35
199.26,182.6,0.153588974175501,5.88,4.7
244.84,32.4,0.0,10.76,9.25
226.81,4.21,0.0,10.17,8.48
246.05,46.16,0.0,2.25,2.04
257.16,54.32,0.0,2.39,2.18
240.89,64.2,0.0,3.01,2.65
246.06,77.48,0.0,2.46,2.2
230.41,59.72,0.0,1.93,1.86
227.1,73.39,0.0,2.7,2.46
213.86,74.36,0.0,1.86,1.81
216.24,14.62,0.0,2.44,2.03
213.65,10.12,0.0,2.5,2.17
238.81,83.48,0.0,1.96,1.93
244.66,94.18,0.0,1.96,1.93
239.2,94.43,0.0,2.47,2.45
235.36,90.79,0.0,1.96,1.93
238.86,89.18,0.0,1.96,1.93
242.3,104.28,0.0,2.35,2.22
258.12,91.27,0.0,3.78,3.38
256.46,100.48,0.0,2.46,2.2
257.35,106.5,0.0,2.9,2.71
260.05,117.14,0.0,3.5,3.01
251.76,114.44,0.0,2.01,1.86
215.6,90.87,0.0,14.7,11.78
203.68,81.08,0.0,6.92,5.87
202.47,58.85,0.0,11.53,9.5
218.55,110.38,0.0,4.9,4.47
199.38,113.38,0.0,5.67,4.47
189.6,128.28,0.0,11.3,9.03
225.17,130.02,0.2024581932313422,11.47,9.32
213.83,151.23,0.0,3.73,3.32
231.6,149.59,0.0,4.26,3.8
233.96,158.24,0.153588974175501,4.04,3.67
234.16,173.07,0.153588974175501,4.57,4.25
243.78,152.25,0.0,2.01,1.86
241.43,158.1,0.0,2.57,2.45
238.78,161.95,0.0,2.57,2.45
178.01,142.77,0.0,2.91,2.78
191.51,87.47,0.0,2.14,2.13
176.46,107.91,0.0,2.01,1.99
173.9,89.65,0.0,6.0,5.9
177.97,71.76,0.0,2.78,2.64
177.3,64.13,0.0,3.7,3.62
160.94,83.3,0.5270894341022875,10.21,7.75
178.6,47.21,0.1605702911834783,5.9,5.06
156.09,55.52,0.0,11.11,8.97
184.94,32.79,0.1605702911834783,9.51,7.61
171.17,38.43,6.22035345410779,7.33,6.18
176.68,22.65,0.1762782544514272,11.53,9.5
207.64,31.05,0.0,1.86,1.8
207.74,21.27,0.0,1.86,1.8
207.34,18.17,0.0,1.86,1.8
169.34,70.37,0.0,6.92,5.87
158.64,136.17,0.0,11.3,9.03
162.62,153.12,0.0,10.57,8.78
168.08,167.34,0.153588974175501,9.62,7.26
154.14,164.97,0.0,11.3,9.28
157.57,183.87,0.0,10.42,9.28
167.38,176.78,0.0,3.08,3.07
176.53,190.67,0.0,8.27,6.57
175.08,205.8,0.0,6.72,5.35
186.35,204.53,0.0,4.25,4.02
166.24,201.87,0.0,2.91,2.78
167.46,211.34,0.0,2.21,2.14
167.69,220.73,0.0,2.37,2.34
160.83,209.55,0.0,7.27,5.8
177.34,227.57,0.0,2.01,1.86
177.06,233.71,0.0,2.44,2.34
177.05,244.12,0.0,2.9,2.88
195.23,234.51,0.0,1.83,1.64
194.61,238.16,0.0,2.14,2.04
194.25,242.17,0.0,2.4,2.33
181.64,247.67,0.0,2.01,1.86
181.36,252.51,0.0,2.34,2.14
182.4,258.14,0.0,2.45,2.31
176.39,258.73,0.0,3.21,3.12
181.76,264.31,0.0,2.64,2.44
182.54,269.87,0.0,1.83,1.64
192.54,259.64,0.0,2.9,2.81
193.24,249.67,0.0,2.14,2.04
209.74,236.87,0.0,2.01,1.86
209.59,246.07,0.0,1.99,1.88
208.26,249.8,0.0,1.86,1.75
207.94,254.07,0.0,1.86,1.75
207.99,258.61,0.0,2.06,2.04
208.19,263.72,0.0,2.81,2.53
190.77,274.07,0.0,3.08,2.81
177.57,277.18,0.0,2.82,2.82
182.31,283.67,0.0,4.19,3.78
189.53,284.38,0.0,3.62,3.52
200.84,278.47,0.0,1.83,1.64
199.91,282.06,0.0,2.49,2.28
198.32,292.89,0.0,2.78,2.56
205.54,281.17,0.0,1.86,1.75
204.98,284.36,0.0,2.46,2.39
204.94,289.77,0.0,2.46,2.39
211.19,281.89,0.0,3.46,3.11
205.31,300.17,0.0,3.29,2.83
204.97,305.57,0.0,3.48,3.03
198.17,304.49,0.0,3.13,2.76
198.65,310.96,0.0,4.0,3.44
208.5,252.66,6.225589441863773,13.8,11.18
